date,ret,pos_eff,gross,cost,carry
2014-03-11,0.0009437996211902333,-1.0,0.0009437996211902333,0.0,-0.0
2014-03-12,0.001911612490410386,-1.0,0.001911612490410386,0.0,-0.0
2014-03-13,-0.012467771983994846,-1.0,-0.012467771983994846,0.0,-0.0
2014-03-14,0.003259855299892145,-1.0,0.003259855299892145,0.0,-0.0
2014-03-17,-0.022390233841053653,-1.0,-0.022390233841053653,0.0,-0.0
2014-03-18,-0.005969608244308033,-1.0,-0.005969608244308033,0.0,-0.0
2014-03-19,0.000733587890791032,-1.0,0.000733587890791032,0.0,-0.0
2014-03-20,0.027183765962059514,-1.0,0.027183765962059514,0.0,-0.0
2014-03-21,-0.017240855972543545,-1.0,-0.017240855972543545,0.0,-0.0
2014-03-24,-0.004897055530094674,-1.0,-0.004897055530094674,0.0,-0.0
2014-03-25,-0.000644056505008761,-1.0,-0.000644056505008761,0.0,-0.0
2014-03-26,-0.0041304123801384485,-1.0,-0.0041304123801384485,0.0,-0.0
2014-03-27,0.01734581712110128,-1.0,0.01734581712110128,0.0,-0.0
2014-03-28,0.023764847983790693,-1.0,0.023764847983790693,0.0,-0.0
2014-03-31,0.007325135495705293,-1.0,0.007325135495705293,0.0,-0.0
2014-04-01,-0.016489263513733587,-1.0,-0.016489263513733587,0.0,-0.0
2014-04-02,0.0029773073859686305,-1.0,0.0029773073859686305,0.0,-0.0
2014-04-03,0.00040016439376711066,-1.0,0.00040016439376711066,0.0,-0.0
2014-04-04,-0.011563446720094683,-1.0,-0.011563446720094683,0.0,-0.0
2014-04-08,-0.008632844190639921,-1.0,-0.008632844190639921,0.0,-0.0
2014-04-09,-0.01050152311053465,-1.0,-0.01050152311053465,0.0,-0.0
2014-04-10,-0.004504097538588825,-1.0,-0.004504097538588825,0.0,-0.0
2014-04-11,0.004962569653229665,-1.0,0.004962569653229665,0.0,-0.0
2014-04-14,-0.007421945321604895,-1.0,-0.007421945321604895,0.0,-0.0
2014-04-15,0.005638848562365906,-1.0,0.005638848562365906,0.0,-0.0
2014-04-16,-0.0006769633942619868,-1.0,-0.0006769633942619868,0.0,-0.0
2014-04-17,0.0006101774523651904,-1.0,0.0006101774523651904,0.0,-0.0
2014-04-18,-0.004117384120123857,-1.0,-0.004117384120123857,0.0,-0.0
2014-04-21,0.015676661270688674,-1.0,0.015676661270688674,0.0,-0.0
2014-04-22,0.007177838623773358,-1.0,0.007177838623773358,0.0,-0.0
2014-04-23,-0.0046900519492115815,1.0,-0.004090051949211582,0.0006,0.0
2014-04-24,-0.010717583373226813,1.0,-0.010717583373226813,0.0,0.0
2014-04-25,-0.02152620030393143,1.0,-0.02152620030393143,0.0,0.0
2014-04-28,-0.03253511423659333,1.0,-0.03253511423659333,0.0,0.0
2014-04-29,0.013571338031865388,1.0,0.013571338031865388,0.0,0.0
2014-04-30,0.00878331649447639,1.0,0.00878331649447639,0.0,0.0
2014-05-05,0.010020640860112229,1.0,0.010020640860112229,0.0,0.0
2014-05-06,0.006387163789443262,1.0,0.006387163789443262,0.0,0.0
2014-05-07,-0.017486169621550474,1.0,-0.017486169621550474,0.0,0.0
2014-05-08,0.00045674528615452514,1.0,0.00045674528615452514,0.0,0.0
2014-05-09,-0.010623122401921481,1.0,-0.010623122401921481,0.0,0.0
2014-05-12,0.02356833196785524,1.0,0.02356833196785524,0.0,0.0
2014-05-13,-0.0009462973510601658,1.0,-0.0009462973510601658,0.0,0.0
2014-05-14,-9.10093667629841e-05,1.0,-9.10093667629841e-05,0.0,0.0
2014-05-15,-0.018779667065686623,1.0,-0.018779667065686623,0.0,0.0
2014-05-16,-0.0029409356945951926,1.0,-0.0029409356945951926,0.0,0.0
2014-05-19,-0.004398474062826119,1.0,-0.004398474062826119,0.0,0.0
2014-05-20,0.003823984528075308,1.0,0.003823984528075308,0.0,0.0
2014-05-21,0.008566690499687946,1.0,0.008566690499687946,0.0,0.0
2014-05-22,0.0008300293687930616,1.0,0.0008300293687930616,0.0,0.0
2014-05-23,0.011453686943100005,1.0,0.011453686943100005,0.0,0.0
2014-05-26,0.012228348478931728,1.0,0.012228348478931728,0.0,0.0
2014-05-27,-0.0034215860795610564,1.0,-0.0034215860795610564,0.0,0.0
2014-05-28,0.012831897657169744,1.0,0.012831897657169744,0.0,0.0
2014-05-29,-0.011071093644424768,1.0,-0.011071093644424768,0.0,0.0
2014-05-30,0.00239107008299444,1.0,0.00239107008299444,0.0,0.0
2014-06-03,-0.0017111794129479052,1.0,-0.0017111794129479052,0.0,0.0
2014-06-04,-0.007552152294794834,1.0,-0.007552152294794834,0.0,0.0
2014-06-05,0.01221495595365163,1.0,0.01221495595365163,0.0,0.0
2014-06-06,-0.0027561004030270952,1.0,-0.0027561004030270952,0.0,0.0
2014-06-09,-0.00647838336319323,1.0,-0.00647838336319323,0.0,0.0
2014-06-10,0.011946037006428378,1.0,0.011946037006428378,0.0,0.0
2014-06-11,0.005746796277866673,1.0,0.005746796277866673,0.0,0.0
2014-06-12,-0.001653924435747467,1.0,-0.001653924435747467,0.0,0.0
2014-06-13,0.011162581101618274,1.0,0.011162581101618274,0.0,0.0
2014-06-16,0.006584633875797885,1.0,0.006584633875797885,0.0,0.0
2014-06-17,-0.009041948530212007,1.0,-0.009041948530212007,0.0,0.0
2014-06-18,-0.00649871678301267,1.0,-0.00649871678301267,0.0,0.0
2014-06-19,-0.028074989488003688,1.0,-0.028074989488003688,0.0,0.0
2014-06-20,0.0102803488262736,1.0,0.0102803488262736,0.0,0.0
2014-06-23,0.010227759991888297,1.0,0.010227759991888297,0.0,0.0
2014-06-24,0.006924153376761666,1.0,0.006924153376761666,0.0,0.0
2014-06-25,-0.005169936052816293,1.0,-0.005169936052816293,0.0,0.0
2014-06-26,0.01450042134296603,1.0,0.01450042134296603,0.0,0.0
2014-06-27,0.007311437652405495,1.0,0.007311437652405495,0.0,0.0
2014-06-30,0.010259767303310241,1.0,0.010259767303310241,0.0,0.0
2014-07-01,0.0066255091510485364,1.0,0.0066255091510485364,0.0,0.0
2014-07-02,0.006520284848766433,1.0,0.006520284848766433,0.0,0.0
2014-07-03,0.008625491884159953,1.0,0.008625491884159953,0.0,0.0
2014-07-04,-0.0021907448546927277,1.0,-0.0021907448546927277,0.0,0.0
2014-07-07,0.0005647369125530988,1.0,0.0005647369125530988,0.0,0.0
2014-07-08,0.007565678259433883,1.0,0.007565678259433883,0.0,0.0
2014-07-09,-0.014823099033533294,1.0,-0.014823099033533294,0.0,0.0
2014-07-10,-0.00040906694983201483,-1.0,0.00019093305016798512,0.0006,-0.0
2014-07-11,-0.00905891765850464,-1.0,-0.00905891765850464,0.0,-0.0
2014-07-14,-0.013521661539795948,-1.0,-0.013521661539795948,0.0,-0.0
2014-07-15,0.002942159157792945,-1.0,0.002942159157792945,0.0,-0.0
2014-07-16,0.01053278922903661,-1.0,0.01053278922903661,0.0,-0.0
2014-07-17,0.005559515929401571,-1.0,0.005559515929401571,0.0,-0.0
2014-07-18,-0.0016669126788744215,-1.0,-0.0016669126788744215,0.0,-0.0
2014-07-21,0.002793073458590145,-1.0,0.002793073458590145,0.0,-0.0
2014-07-22,-0.013577166494181392,-1.0,-0.013577166494181392,0.0,-0.0
2014-07-23,0.010174027780357087,-1.0,0.010174027780357087,0.0,-0.0
2014-07-24,0.004229928722890908,-1.0,0.004229928722890908,0.0,-0.0
2014-07-25,-0.008514535176631144,-1.0,-0.008514535176631144,0.0,-0.0
2014-07-28,-0.018233878073058096,-1.0,-0.018233878073058096,0.0,-0.0
2014-07-29,-0.010969339241061915,-1.0,-0.010969339241061915,0.0,-0.0
2014-07-30,-0.005013842766420251,-1.0,-0.005013842766420251,0.0,-0.0
2014-07-31,-0.007653378369358199,-1.0,-0.007653378369358199,0.0,-0.0
2014-08-01,0.011318912691603511,-1.0,0.011318912691603511,0.0,-0.0
2014-08-04,-0.014645665744457137,-1.0,-0.014645665744457137,0.0,-0.0
2014-08-05,-0.00721392775474583,-1.0,-0.00721392775474583,0.0,-0.0
2014-08-06,-0.005454043188466318,-1.0,-0.005454043188466318,0.0,-0.0
2014-08-07,0.008165965446330803,-1.0,0.008165965446330803,0.0,-0.0
2014-08-08,-0.007610655810413869,-1.0,-0.007610655810413869,0.0,-0.0
2014-08-11,-0.015207293584823756,-1.0,-0.015207293584823756,0.0,-0.0
2014-08-12,-0.006068073297509247,-1.0,-0.006068073297509247,0.0,-0.0
2014-08-13,-9.065291697590849e-05,-1.0,-9.065291697590849e-05,0.0,-0.0
2014-08-14,-0.0054940237658327555,1.0,-0.004894023765832756,0.0006,0.0
2014-08-15,0.011082001971276956,1.0,0.011082001971276956,0.0,0.0
2014-08-18,0.01512485350536985,1.0,0.01512485350536985,0.0,0.0
2014-08-19,0.003707282088196262,1.0,0.003707282088196262,0.0,0.0
2014-08-20,-0.001027505840710985,1.0,-0.001027505840710985,0.0,0.0
2014-08-21,0.0012243698964383154,1.0,0.0012243698964383154,0.0,0.0
2014-08-22,0.007219478466958029,1.0,0.007219478466958029,0.0,0.0
2014-08-25,-0.0073833888918851676,1.0,-0.0073833888918851676,0.0,0.0
2014-08-26,-0.018730155882138055,1.0,-0.018730155882138055,0.0,0.0
2014-08-27,0.004308192509191233,1.0,0.004308192509191233,0.0,0.0
2014-08-28,-0.008838510478429151,1.0,-0.008838510478429151,0.0,0.0
2014-08-29,0.011051875272201972,1.0,0.011051875272201972,0.0,0.0
2014-09-01,0.018344649304355087,1.0,0.018344649304355087,0.0,0.0
2014-09-02,0.015031590777552561,1.0,0.015031590777552561,0.0,0.0
2014-09-03,0.007475174229734982,1.0,0.007475174229734982,0.0,0.0
2014-09-04,0.009184259060559197,1.0,0.009184259060559197,0.0,0.0
2014-09-05,0.0036252410695373216,1.0,0.0036252410695373216,0.0,0.0
2014-09-09,0.006836388074534239,1.0,0.006836388074534239,0.0,0.0
2014-09-10,0.00430994924657413,1.0,0.00430994924657413,0.0,0.0
2014-09-11,-0.0011610195720067606,1.0,-0.0011610195720067606,0.0,0.0
2014-09-12,0.01175040107491132,1.0,0.01175040107491132,0.0,0.0
2014-09-15,0.01044542354072775,1.0,0.01044542354072775,0.0,0.0
2014-09-16,-0.03410892214255001,1.0,-0.03410892214255001,0.0,0.0
2014-09-17,0.007870149030948292,1.0,0.007870149030948292,0.0,0.0
2014-09-18,-0.008087951719952424,-1.0,-0.007487951719952424,0.0006,-0.0
2014-09-19,-0.009926353542863975,-1.0,-0.009926353542863975,0.0,-0.0
2014-09-22,0.010985518397734484,-1.0,0.010985518397734484,0.0,-0.0
2014-09-23,-0.013673760822667913,-1.0,-0.013673760822667913,0.0,-0.0
2014-09-24,-0.013127408193015389,-1.0,-0.013127408193015389,0.0,-0.0
2014-09-25,-0.00037770106633661094,-1.0,-0.00037770106633661094,0.0,-0.0
2014-09-26,0.0031131726074755013,1.0,0.003713172607475501,0.0006,0.0
2014-09-29,-0.010890663899527708,-1.0,-0.010290663899527708,0.0006,-0.0
2014-09-30,-0.007833721603188848,-1.0,-0.007833721603188848,0.0,-0.0
2014-10-08,-0.015041072181702475,-1.0,-0.015041072181702475,0.0,-0.0
2014-10-09,0.002322218988705039,1.0,0.0029222189887050387,0.0006,0.0
2014-10-10,-0.003918952995572711,1.0,-0.003918952995572711,0.0,0.0
2014-10-13,5.8250306626594917e-05,1.0,5.8250306626594917e-05,0.0,0.0
2014-10-14,-0.0026847645265060116,1.0,-0.0026847645265060116,0.0,0.0
2014-10-15,0.0036921596669263756,1.0,0.0036921596669263756,0.0,0.0
2014-10-16,-0.015241574773739275,1.0,-0.015241574773739275,0.0,0.0
2014-10-17,0.010238271036983038,-1.0,0.010838271036983038,0.0006,-0.0
2014-10-20,0.014349177083860788,1.0,0.014949177083860787,0.0006,0.0
2014-10-21,-0.008763359485162991,1.0,-0.008763359485162991,0.0,0.0
2014-10-22,-0.012165522806277473,1.0,-0.012165522806277473,0.0,0.0
2014-10-23,-0.015340816733632245,1.0,-0.015340816733632245,0.0,0.0
2014-10-24,0.0030083002170663287,1.0,0.0030083002170663287,0.0,0.0
2014-10-27,0.009111881356602125,1.0,0.009111881356602125,0.0,0.0
2014-10-28,0.025055512816115955,1.0,0.025055512816115955,0.0,0.0
2014-10-29,0.01351697752654879,1.0,0.01351697752654879,0.0,0.0
2014-10-30,-0.0002785484576437563,-1.0,0.0003214515423562436,0.0006,-0.0
2014-10-31,0.0032641129412891434,-1.0,0.0032641129412891434,0.0,-0.0
2014-11-03,-0.009666295430413308,-1.0,-0.009666295430413308,0.0,-0.0
2014-11-04,0.006027925498772846,-1.0,0.006027925498772846,0.0,-0.0
2014-11-05,0.0011688903410155826,-1.0,0.0011688903410155826,0.0,-0.0
2014-11-06,-0.007917051278206189,-1.0,-0.007917051278206189,0.0,-0.0
2014-11-07,0.009587342259885057,-1.0,0.009587342259885057,0.0,-0.0
2014-11-10,-0.006879933536244609,-1.0,-0.006879933536244609,0.0,-0.0
2014-11-11,0.032758307576909396,-1.0,0.032758307576909396,0.0,-0.0
2014-11-12,-0.01665105791339805,-1.0,-0.01665105791339805,0.0,-0.0
2014-11-13,0.012267386095409394,-1.0,0.012267386095409394,0.0,-0.0
2014-11-14,0.0024153469226425583,-1.0,0.0024153469226425583,0.0,-0.0
2014-11-17,-0.012579263522868422,-1.0,-0.012579263522868422,0.0,-0.0
2014-11-18,-0.004096990218417695,-1.0,-0.004096990218417695,0.0,-0.0
2014-11-19,-0.006157357403308139,-1.0,-0.006157357403308139,0.0,-0.0
2014-11-20,0.0016676423339613833,-1.0,0.0016676423339613833,0.0,-0.0
2014-11-21,-0.009976688938512779,-1.0,-0.009976688938512779,0.0,-0.0
2014-11-24,-0.012371955851311789,-1.0,-0.012371955851311789,0.0,-0.0
2014-11-25,-0.01541872720325932,-1.0,-0.01541872720325932,0.0,-0.0
2014-11-26,-0.0057688055364100155,-1.0,-0.0057688055364100155,0.0,-0.0
2014-11-27,-0.006474732866071253,-1.0,-0.006474732866071253,0.0,-0.0
2014-11-28,0.0001564024178998813,-1.0,0.0001564024178998813,0.0,-0.0
2014-12-01,0.010149454031670724,-1.0,0.010149454031670724,0.0,-0.0
2014-12-02,-0.01176528453402892,-1.0,-0.01176528453402892,0.0,-0.0
2014-12-03,-0.010179103450213334,-1.0,-0.010179103450213334,0.0,-0.0
2014-12-04,0.016991487563431763,1.0,0.017591487563431762,0.0006,0.0
2014-12-05,-0.021670453994198424,1.0,-0.021670453994198424,0.0,0.0
2014-12-08,0.007030819097545493,1.0,0.007030819097545493,0.0,0.0
2014-12-09,0.042400498765213665,-1.0,0.04300049876521367,0.0006,-0.0
2014-12-10,-0.033868888263063,-1.0,-0.033868888263063,0.0,-0.0
2014-12-11,-0.01505413697504876,-1.0,-0.01505413697504876,0.0,-0.0
2014-12-12,-0.00988653744522483,-1.0,-0.00988653744522483,0.0,-0.0
2014-12-15,-0.016856937686310136,-1.0,-0.016856937686310136,0.0,-0.0
2014-12-16,-0.0003492535946781894,-1.0,-0.0003492535946781894,0.0,-0.0
2014-12-17,0.010746146079587404,-1.0,0.010746146079587404,0.0,-0.0
2014-12-18,0.0007131044951507737,-1.0,0.0007131044951507737,0.0,-0.0
2014-12-19,0.01091295241571194,-1.0,0.01091295241571194,0.0,-0.0
2014-12-22,0.04446929155903556,-1.0,0.04446929155903556,0.0,-0.0
2014-12-23,0.018449043020769995,-1.0,0.018449043020769995,0.0,-0.0
2014-12-24,-0.017525086271600765,-1.0,-0.017525086271600765,0.0,-0.0
2014-12-25,-0.015204126670666396,-1.0,-0.015204126670666396,0.0,-0.0
2014-12-26,-0.0063418083843815864,-1.0,-0.0063418083843815864,0.0,-0.0
2014-12-29,0.015906119290648946,-1.0,0.015906119290648946,0.0,-0.0
2014-12-30,0.018159206250147553,-1.0,0.018159206250147553,0.0,-0.0
2014-12-31,-0.008265713685602583,-1.0,-0.008265713685602583,0.0,-0.0
2015-01-05,-0.010705655969589944,-1.0,-0.010705655969589944,0.0,-0.0
2015-01-06,-0.01593388773172366,-1.0,-0.01593388773172366,0.0,-0.0
2015-01-07,-0.00030893900813494524,-1.0,-0.00030893900813494524,0.0,-0.0
2015-01-08,0.004242755820321409,-1.0,0.004242755820321409,0.0,-0.0
2015-01-09,0.006140757033366417,-1.0,0.006140757033366417,0.0,-0.0
2015-01-12,0.012465618417254576,-1.0,0.012465618417254576,0.0,-0.0
2015-01-13,-0.015479400185848369,-1.0,-0.015479400185848369,0.0,-0.0
2015-01-14,-0.00520136740226813,1.0,-0.004601367402268131,0.0006,0.0
2015-01-15,0.008832641629251237,1.0,0.008832641629251237,0.0,0.0
2015-01-16,0.01328406815167038,1.0,0.01328406815167038,0.0,0.0
2015-01-19,-0.032997551127395774,1.0,-0.032997551127395774,0.0,0.0
2015-01-20,0.03665116179771666,1.0,0.03665116179771666,0.0,0.0
2015-01-21,0.022903235254657428,1.0,0.022903235254657428,0.0,0.0
2015-01-22,0.014948503590183071,1.0,0.014948503590183071,0.0,0.0
2015-01-23,-0.010064149118813814,1.0,-0.010064149118813814,0.0,0.0
2015-01-26,0.02196372194769236,1.0,0.02196372194769236,0.0,0.0
2015-01-27,0.0051416163963434736,1.0,0.0051416163963434736,0.0,0.0
2015-01-28,-0.004992682055824094,1.0,-0.004992682055824094,0.0,0.0
2015-01-29,-0.006466959154999785,1.0,-0.006466959154999785,0.0,0.0
2015-01-30,-0.011923065244967113,1.0,-0.011923065244967113,0.0,0.0
2015-02-02,-0.0028884917140224453,1.0,-0.0028884917140224453,0.0,0.0
2015-02-03,0.01781959019018553,1.0,0.01781959019018553,0.0,0.0
2015-02-04,-0.0021897289554299593,1.0,-0.0021897289554299593,0.0,0.0
2015-02-05,-0.002521892565304107,1.0,-0.002521892565304107,0.0,0.0
2015-02-06,-0.020114329082612903,1.0,-0.020114329082612903,0.0,0.0
2015-02-09,-0.006686654933453884,1.0,-0.006686654933453884,0.0,0.0
2015-02-10,0.013133405206995019,1.0,0.013133405206995019,0.0,0.0
2015-02-11,0.012313248436954027,1.0,0.012313248436954027,0.0,0.0
2015-02-12,0.007892335347556623,1.0,0.007892335347556623,0.0,0.0
2015-02-13,0.016094491676281075,1.0,0.016094491676281075,0.0,0.0
2015-02-16,0.019668463903546485,1.0,0.019668463903546485,0.0,0.0
2015-02-17,0.007455639967096972,1.0,0.007455639967096972,0.0,0.0
2015-02-25,-0.001481718262591858,1.0,-0.001481718262591858,0.0,0.0
2015-02-26,0.008232964456959091,1.0,0.008232964456959091,0.0,0.0
2015-02-27,0.010953368645315598,1.0,0.010953368645315598,0.0,0.0
2015-03-02,0.022386632781824845,1.0,0.022386632781824845,0.0,0.0
2015-03-03,-0.004151578720171301,1.0,-0.004151578720171301,0.0,0.0
2015-03-04,0.016351031747902978,1.0,0.016351031747902978,0.0,0.0
2015-03-05,0.0025746723813770966,1.0,0.0025746723813770966,0.0,0.0
2015-03-06,-0.01366665161241204,1.0,-0.01366665161241204,0.0,0.0
2015-03-09,0.014116819126904656,1.0,0.014116819126904656,0.0,0.0
2015-03-10,0.012933066937779403,1.0,0.012933066937779403,0.0,0.0
2015-03-11,-0.00109401898419903,1.0,-0.00109401898419903,0.0,0.0
2015-03-12,-0.0036474417685173344,1.0,-0.0036474417685173344,0.0,0.0
2015-03-13,-0.015122170099299458,-1.0,-0.014522170099299458,0.0006,-0.0
2015-03-16,-0.03139075674324576,-1.0,-0.03139075674324576,0.0,-0.0
2015-03-17,-0.013457604266665202,-1.0,-0.013457604266665202,0.0,-0.0
2015-03-18,-0.018176740072480158,-1.0,-0.018176740072480158,0.0,-0.0
2015-03-19,-0.00807094207034853,-1.0,-0.00807094207034853,0.0,-0.0
2015-03-20,-0.011264325963616706,-1.0,-0.011264325963616706,0.0,-0.0
2015-03-23,-0.026655954340845,-1.0,-0.026655954340845,0.0,-0.0
2015-03-24,-0.0076093725783241695,-1.0,-0.0076093725783241695,0.0,-0.0
2015-03-25,-0.013070680057905015,-1.0,-0.013070680057905015,0.0,-0.0
2015-03-26,0.01338835400504279,-1.0,0.01338835400504279,0.0,-0.0
2015-03-27,-0.011475357589292301,-1.0,-0.011475357589292301,0.0,-0.0
2015-03-30,-0.006769729610503483,-1.0,-0.006769729610503483,0.0,-0.0
2015-03-31,-0.004052727890619279,-1.0,-0.004052727890619279,0.0,-0.0
2015-04-01,-0.024852679960971957,-1.0,-0.024852679960971957,0.0,-0.0
2015-04-02,-0.02184221862534841,-1.0,-0.02184221862534841,0.0,-0.0
2015-04-03,-0.017631950563692267,-1.0,-0.017631950563692267,0.0,-0.0
2015-04-07,-0.0216342418028459,-1.0,-0.0216342418028459,0.0,-0.0
2015-04-08,0.011073905788556826,-1.0,0.011073905788556826,0.0,-0.0
2015-04-09,0.008504458352335209,-1.0,0.008504458352335209,0.0,-0.0
2015-04-10,-0.02561274356515708,-1.0,-0.02561274356515708,0.0,-0.0
2015-04-13,-0.02183658775120567,-1.0,-0.02183658775120567,0.0,-0.0
2015-04-14,-0.000658337462474512,-1.0,-0.000658337462474512,0.0,-0.0
2015-04-15,0.039312488342086116,-1.0,0.039312488342086116,0.0,-0.0
2015-04-16,-0.012996120227602877,-1.0,-0.012332911039569572,0.0,-0.0006632091880333065
2015-04-17,-0.006440293170182708,-1.0,-0.00569839958666829,0.0,-0.0007418935835144176
2015-04-20,0.01918533273608487,-1.0,0.0200127157890711,0.0,-0.0008273830529862298
2015-04-21,-0.036681471867617096,-1.0,-0.0367874959113097,0.0,0.00010602404369259814
2015-04-22,-0.02786101543516761,-1.0,-0.02734106614237586,0.0,-0.0005199492927917497
2015-04-23,-0.01132994143004672,-1.0,-0.010745799746790019,0.0,-0.0005841416832567004
2015-04-24,-0.0018083512027447257,-1.0,-0.0014211791850805566,0.0,-0.000387172017664169
2015-04-27,-0.00890221165201848,-1.0,-0.00809615184900625,0.0,-0.000806059803012229
2015-04-28,0.0299157317857113,-1.0,0.030549066370665012,0.0,-0.0006333345849537149
2015-04-29,-0.02365681533162591,-1.0,-0.022960516257205077,0.0,-0.0006962990744208322
2015-04-30,-0.006840161536924384,-1.0,-0.006072819589466705,0.0,-0.0007673419474576797
2015-05-04,-0.00811083324879589,-1.0,-0.0068116044329236125,0.0,-0.0012992288158722777
2015-05-05,0.030583235973767862,-1.0,0.03107694296659408,0.0,-0.0004937069928262177
2015-05-06,0.008325416441309018,-1.0,0.00875751608622205,0.0,-0.00043209964491303224
2015-05-07,0.019594168637075617,-1.0,0.019500838181283675,0.0,9.333045579194282e-05
2015-05-08,-0.043086399364336725,-1.0,-0.04269593455268683,0.0,-0.0003904648116498943
2015-05-11,-0.047447099108037114,-1.0,-0.04595834208608962,0.0,-0.0014887570219474918
2015-05-12,0.026119206329019654,1.0,0.023940343350491666,0.0006,0.002778862978527987
2015-05-13,0.008993805519370068,1.0,0.008415884155610898,0.0,0.0005779213637591707
2015-05-14,0.003153537184611677,1.0,0.002659587817102571,0.0,0.0004939493675091062
2015-05-15,-0.0032984420359632514,1.0,-0.0036954397372727654,0.0,0.00039699770130951416
2015-05-18,0.023922696811571546,1.0,0.02364766906710314,0.0,0.00027502774446840826
2015-05-19,0.024957358806751907,1.0,0.02494673846755302,0.0,1.0620339198885481e-05
2015-05-20,0.021051718539064863,1.0,0.0210770614556699,0.0,-2.5342916605036388e-05
2015-05-21,0.036815203246443357,1.0,0.03712329355412003,0.0,-0.00030809030767667175
2015-05-22,0.012384498134643668,1.0,0.012283911026420014,0.0,0.0001005871082236547
2015-05-25,0.02112180865791136,1.0,0.020903712800123597,0.0,0.00021809585778776087
2015-05-26,0.03645656964136713,1.0,0.03693115553764448,0.0,-0.0004745858962773495
2015-05-27,0.012558539786046223,1.0,0.012727179288380519,0.0,-0.00016863950233429522
2015-05-28,-0.058437309080109,1.0,-0.05806409382484745,0.0,-0.00037321525526155276
2015-05-29,0.012559579904932755,1.0,0.013108207187726761,0.0,-0.0005486272827940067
2015-06-01,0.049523608107712266,1.0,0.051643567400432744,0.0,-0.002119959292720481
2015-06-02,0.03888231574638819,1.0,0.04034740795611158,0.0,-0.0014650922097233956
2015-06-03,0.006587710223750538,1.0,0.0071101314506313296,0.0,-0.0005224212268807913
2015-06-04,-0.0018981853226922112,1.0,-0.0023338986713224985,0.0,0.0004357133486302873
2015-06-05,0.014590197730418863,1.0,0.013656731590112159,0.0,0.0009334661403067041
2015-06-08,-0.01511851320301618,1.0,-0.0177479377814454,0.0,0.0026294245784292186
2015-06-09,-0.0021710092750403054,-1.0,0.0005482193115307621,0.0006,-0.0021192285865710677
2015-06-10,-0.02305179729784977,-1.0,-0.02142529374303581,0.0,-0.001626503554813961
2015-06-11,-0.01855617340858867,-1.0,-0.017675593982738658,0.0,-0.0008805794258500123
2015-06-12,-0.017027950740304578,-1.0,-0.015939555496041202,0.0,-0.001088395244263376
2015-06-15,0.017458061655863305,-1.0,0.019171809963867636,0.0,-0.0017137483080043308
2015-06-16,0.03964286856637441,-1.0,0.040574822094620155,0.0,-0.0009319535282457483
2015-06-17,-0.021210157491569008,-1.0,-0.02096020260230136,0.0,-0.0002499548892676508
2015-06-18,0.0326966429609322,-1.0,0.03304700831262214,0.0,-0.0003503653516899373
2015-06-19,0.06730573303322811,-1.0,0.06729882711384799,0.0,6.905919380108428e-06
2015-06-23,-0.004403123399495786,-1.0,-0.0038338198820179192,0.0,-0.0005693035174778669
